gid,pid,detail,no_play,off,def,type,psr,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,back,hash,mot,box,pap,trick,qbp,qbhi,qbhu,qbru,sneak,scrm,htm,pru,blz,oop,oopd,cov_type,cnb,cball,qbta,high,crr,intw,drp,avsk,fread,scre,mbt,ttp,qbsk,ttpr,dot,yac,yaco,sep,qb_pos,inc_type,rte,read,concept,rmod,pres1_type,pres1_def,pres1_off,pres2_type,pres2_def,pres2_off,pres3_type,pres3_def,pres3_off,mt1_def,mt1_type,mt1_cause,mt2_def,mt2_type,mt2_cause,mt3_def,mt3_type,mt3_cause,pri_def,sec_def,shell,rpo,trg_sep,bb_off1,bb_def1,bb_off2,bb_def2,bb_off3,bb_def3,stunt,db_count,pru_show,blz1,blz2,blz3,blz4,pshell,bc_read
7027,1154860,(3:36) 8-A.Rodgers pass short right to 4-D.Metcalf pushed ob at PIT 22 for 14 yards (24-Aj.Terrell).,FALSE,PIT,ATL,PASS,00-0023459,00-0035640,,4,PIT 8,2,10,8,1,14,1,1,0,0,1,0,2,R,0,7,0,0,0,0,0,0,0,0,0,5,1,0,,,0,1,0,0,0,0,0,0,1,0,0,1.3,0,NA,13,1,2,CLS,U,,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0036285,,2M,0,0,,,,,,,0,4,5,,,,,Open,
7027,1154861,(3:32) 13-R.Dowdle right guard to PIT 20 for -2 yards (0-D.Deablo).,FALSE,PIT,ATL,RUSH,,,00-0036139,4,PIT 22,1,10,22,2,-2,0,0,0,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Cutback
7027,1154862,Timeout #2 by PIT at 02:47.,TRUE,NA,NA,NOPL,,,,4,PIT 20,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7027,1154863,(2:47) 8-A.Rodgers pass short left to 11-M.Pittman to PIT 29 for 9 yards (29-S.Brown; 52-S.Ebukam).,FALSE,PIT,ATL,PASS,00-0023459,00-0036252,,4,PIT 20,2,12,20,2,9,1,0,0,0,1,0,1,R,0,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.6,0,NA,8,1,1,OPN,U,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0039002,,2,0,2,,,,,,,0,5,5,,,,,Closed,
7027,1154864,Timeout #2 by ATL at 02:35.,TRUE,NA,NA,NOPL,,,,4,PIT 29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7027,1154865,(2:35) 8-A.Rodgers pass short left to 80-D.Washington pushed ob at PIT 44 for 15 yards (3-J.Bates).,FALSE,PIT,ATL,PASS,00-0023459,00-0038558,,4,PIT 29,3,3,29,2,15,1,1,0,0,1,0,2,L,1,8,1,0,0,0,0,0,0,0,0,5,1,0,,,0,1,0,0,0,0,0,0,1,0,0,2.5,0,NA,4,11,6,OPN,U,,8 - Shallow Cross/Drag,1,,,,,,,,,,,,00-0040148,DFD,SA,,,,,,,00-0040148,,1,0,1,,,,,,,0,5,5,,,,,Closed,
7027,1154866,(2:28) 13-R.Dowdle right end to PIT 48 for 4 yards (21-M.Hughes).,FALSE,PIT,ATL,RUSH,,,00-0036139,4,PIT 44,1,10,44,3,4,0,0,0,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7027,1154867,Timeout #3 by ATL at 02:23.,TRUE,NA,NA,NOPL,,,,4,PIT 48,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7027,1154868,(2:23) 30-J.Warren left end to ATL 43 for 9 yards (95-G.Dexter).,FALSE,PIT,ATL,RUSH,,,00-0037228,4,PIT 48,2,6,48,3,9,1,1,0,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Man/Duo,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7027,1154869,(2:00) 8-A.Rodgers kneels to ATL 44 for -1 yards.,FALSE,PIT,ATL,RUSH,,,00-0023459,4,ATL 43,1,10,57,3,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7027,1154870,(1:17) 8-A.Rodgers kneels to ATL 45 for -1 yards.,FALSE,PIT,ATL,RUSH,,,00-0023459,4,ATL 44,2,11,56,3,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7027,1154871,(:40) 8-A.Rodgers kneels to ATL 46 for -1 yards.,FALSE,PIT,ATL,RUSH,,,00-0023459,4,ATL 45,3,12,55,3,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154872,"6-J.Slye kicks 60 yards from TEN 35 to NYJ 5, out of bounds. PENALTY on TEN-6-J.Slye, Kickoff Out of Bounds, placed at NYJ 40.",FALSE,NYJ,TEN,KOFF,,,,1,TEN 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154873,(15:00) 20-B.Hall right tackle to NYJ 44 for 4 yards (53-A.Hill).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,NYJ 40,1,10,40,3,4,1,0,0,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154874,"(14:24) (Shotgun) 7-G.Smith pass incomplete short right to 5-G.Wilson. PENALTY on TEN-24-A.Taylor, Defensive Pass Interference, 10 yards, enforced at NYJ 44 - No Play.",TRUE,NYJ,TEN,NOPL,00-0030565,,,1,NYJ 44,2,6,44,3,0,1,1,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2.1,0,NA,0,NA,NA,TCV,S,FI,3 - Hitch/Curl,2,,,,,,,,,,,,,,,,,,,,,00-0038121,,2,0,0,,,,,,,0,5,4,,,,,Open,
7028,1154875,(14:20) 7-G.Smith pass short left to 16-K.Sadiq to TEN 39 for 7 yards (93-N.Stackhouse).,FALSE,NYJ,TEN,PASS,00-0030565,00-0041032,,1,TEN 46,1,10,54,3,7,1,0,0,0,1,0,1,R,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,1,0,2.3,0,NA,-8,15,5,OPN,U,,0 - Screen,DES,,,,,,,,,,,,,,,,,,,,,00-0035643,,6,0,3,,,,,,,0,4,4,,,,,Open,
7028,1154876,(13:41) 20-B.Hall right guard to TEN 35 for 4 yards (98-J.Simmons).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,TEN 39,2,3,61,4,4,1,1,0,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Inside Zone,Misdirection,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7028,1154877,(13:05) 7-G.Smith pass incomplete deep left to 5-G.Wilson.,FALSE,NYJ,TEN,PASS,00-0030565,00-0037740,,1,TEN 35,1,10,65,4,0,0,0,0,0,0,0,1,L,0,7,1,0,0,0,0,0,0,0,0,3,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.9,0,NA,16,NA,NA,STP,U,IAT,4 - Deep Out,1,,,,,,,,,,,,,,,,,,,,,00-0038121,,4,0,1,,,,,,,0,5,4,,,,,Open,
7028,1154878,"(12:55) (Shotgun) PENALTY on NYJ, Delay of Game, 5 yards, enforced at TEN 35 - No Play.",TRUE,NYJ,TEN,NOPL,,,,1,TEN 35,2,10,65,4,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154879,(12:55) (Shotgun) 20-B.Hall up the middle to TEN 34 for 6 yards (26-M.Harris).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,TEN 40,2,15,60,4,6,1,0,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154880,(12:10) (Shotgun) 7-G.Smith pass short left to 11-O.Cooper to TEN 4 for 30 yards (24-A.Taylor; 11-J.Johnson).,FALSE,NYJ,TEN,PASS,00-0030565,00-0041511,,1,TEN 34,3,9,66,4,30,1,1,1,0,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,7,3,0,,,0,1,0,0,0,0,0,0,1,0,0,2.1,0,NA,4,26,12,WO,S,,8 - Shallow Cross/Drag,1,,,,,,,,,,,,00-0035632,DFD,SP,00-0034163,DFD,SP,,,,00-0040201,,1,0,5+,,,,,,,0,5,5,00-0035672,00-0040141,,,Closed,
7028,1154881,(11:28) (Shotgun) 20-B.Hall up the middle to TEN 3 for 1 yard (91-J.Franklin-Myers; 53-A.Hill).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,TEN 4,1,4,96,5,1,0,0,1,0,0,0,1,L,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154882,Timeout #1 by TEN at 10:50.,TRUE,NA,NA,NOPL,,,,1,TEN 3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154883,"(10:50) 16-K.Sadiq left end for 3 yards, TOUCHDOWN.",FALSE,NYJ,TEN,RUSH,,,00-0041032,1,TEN 3,2,3,97,5,3,1,1,0,0,0,0,1,M,1,8,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Trick/WR Run,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,2,0,,,,,,Tar Ang/Gap
7028,1154884,"19-J.Sanders extra point is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara.",FALSE,NYJ,TEN,FGXP,,,,1,TEN 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154885,"19-J.Sanders kicks 65 yards from NYJ 35 to end zone, Touchback to the TEN 35.",FALSE,TEN,NYJ,KOFF,,,,1,NYJ 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154886,(10:45) 20-T.Pollard right guard to TEN 37 for 2 yards (56-D.Davis; 52-K.Enagbare).,FALSE,TEN,NYJ,RUSH,,,00-0035261,1,TEN 35,1,10,35,2,2,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,00-0039731,00-0029607,,,,,0,4,0,,,,,,Bounce Out
7028,1154887,(10:13) (Shotgun) 20-T.Pollard up the middle to TEN 42 for 5 yards (97-H.Phillips; 56-D.Davis).,FALSE,TEN,NYJ,RUSH,,,00-0035261,1,TEN 37,2,8,37,2,5,0,0,1,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,7,,P,,,,Inside Zone,Split,,,,,,,,,,00-0037083,BCK,GB,,,,,,,,,,0,,00-0040584,00-0037083,,,,,0,4,0,,,,,,Tar Ang/Gap
7028,1154888,(9:30) (Shotgun) 1-C.Ward scrambles right end pushed ob at TEN 46 for 4 yards (56-D.Davis).,FALSE,TEN,NYJ,RUSH,,,00-0040676,1,TEN 42,3,3,42,3,4,1,1,1,0,0,0,0,R,1,6,0,0,1,0,1,0,0,1,0,5,1,1,P,,0,0,0,0,0,0,0,1,0,0,0,NA,0,1.5,NA,NA,NA,,S,,,SD,,,U,00-0036500,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,0,5,4,,,,,Closed,
7028,1154889,(8:56) (Shotgun) 1-C.Ward pass short left to 17-C.Dike pushed ob at NYJ 47 for 7 yards (2-J.Brownlee).,FALSE,TEN,NYJ,PASS,00-0040676,00-0040705,,1,TEN 46,1,10,46,3,7,1,0,1,0,1,0,2,R,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,4.3,0,NA,3,4,0,OPN,S,,10 - Swing,CHK,,,,,,,,,,,,,,,,,,,,,00-0039372,,2,0,3,,,,,,,0,5,5,,,,,Open,
7028,1154890,(8:30) (Shotgun) 1-C.Ward pass incomplete short right to 4-W.Robinson.,FALSE,TEN,NYJ,PASS,00-0040676,00-0038117,,1,NYJ 47,2,3,53,3,0,0,0,1,0,0,0,2,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,1,0,1.4,0,NA,-2,NA,NA,OPN,S,IAT,0 - Screen,DES,,,,,,,,,,,,,,,,,,,,,00-0039372,,3,1,2,,,,,,,0,5,4,,,,,Closed,
7028,1154891,(8:27) (Shotgun) 1-C.Ward scrambles left tackle to NYJ 42 for 5 yards (44-J.Sherwood). NYJ-29-M.Fitzpatrick was injured during the play.,FALSE,TEN,NYJ,RUSH,,,00-0040676,1,NYJ 47,3,3,53,3,5,1,1,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,SD,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,5,4,,,,,Closed,
7028,1154892,(7:59) (Shotgun) 20-T.Pollard right tackle to NYJ 37 for 5 yards (44-J.Sherwood; 56-D.Davis).,FALSE,TEN,NYJ,RUSH,,,00-0035261,1,NYJ 42,1,10,58,3,5,1,0,1,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,S,,,,Counter,Pull Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154893,"(7:39) (No Huddle, Shotgun) 1-C.Ward pass incomplete short right [52-K.Enagbare]. PENALTY on TEN-55-J.Latham, Offensive Holding, 10 yards, enforced at NYJ 37 - No Play.",TRUE,TEN,NYJ,NOPL,00-0040676,,,1,NYJ 37,2,5,63,4,0,0,0,1,1,0,0,0,R,0,6,0,0,1,0,1,0,0,0,0,5,1,0,,,0,0,1,0,0,0,0,0,0,0,0,3.2,0,2.4,0,NA,NA,,S,TA,,,,,P,00-0037083,00-0036869,,,,,,,,,,,,,,,,,,3,0,,,,,,,,1,5,4,00-0036500,,,,Closed,
7028,1154894,(7:34) (Shotgun) 1-C.Ward pass short left to 14-C.Tate ran ob at NYJ 35 for 12 yards [93-D.Onyemata].,FALSE,TEN,NYJ,PASS,00-0040676,00-0041438,,1,NYJ 47,2,15,53,3,12,1,0,1,0,1,0,1,R,1,6,0,0,1,1,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.5,0,NA,12,0,NA,OPN,S,,4 - Deep Out,1,,,,,,,,,,,,,,,,,,,,,00-0039372,,6,0,2,,,,,,,0,5,4,,,,,Open,
7028,1154895,"(6:58) (Shotgun) PENALTY on NYJ-31-D.Bailey, Neutral Zone Infraction, 5 yards, enforced at NYJ 35 - No Play.",TRUE,TEN,NYJ,NOPL,,,,1,NYJ 35,3,3,65,4,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154896,(6:36) 1-C.Ward sacked at NYJ 31 for -1 yards (52-K.Enagbare).,FALSE,TEN,NYJ,PASS,00-0040676,,,1,NYJ 30,1,10,70,4,-1,0,0,0,0,0,0,2,L,0,8,1,0,1,1,0,0,0,0,0,5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,1,3.1,NA,NA,NA,,U,,,,,,P,00-0037083,00-0035261,,,,,,,,,,,,,,,,,,2,0,,,,,,,,1,4,5,,,,,Open,
7028,1154897,(5:58) (Shotgun) 1-C.Ward pass incomplete deep left to 20-T.Pollard.,FALSE,TEN,NYJ,PASS,00-0040676,00-0035261,,1,NYJ 31,2,11,69,4,0,0,0,1,0,0,0,2,L,1,7,1,0,0,0,0,0,0,0,0,5,1,0,,,1,0,0,0,0,0,0,0,1,0,0,3.2,0,NA,26,NA,NA,TCV,S,IAT,12 - Wheel,1,,,,,,,,,,,,,,,,,,,,,00-0029607,,1,0,0,,,,,,,0,5,4,00-0036500,,,,Open,
7028,1154898,(5:52) (Shotgun) 1-C.Ward pass short right to 82-D.Bellinger to NYJ 24 for 7 yards (44-J.Sherwood; 6-D.Belton).,FALSE,TEN,NYJ,PASS,00-0040676,00-0038115,,1,NYJ 31,3,11,69,4,7,0,0,1,0,1,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.9,0,NA,1,6,1,WO,S,,8 - Shallow Cross/Drag,2,,,,,,,,,,,,,,,,,,,,,00-0038123,00-0036500,3,0,5+,,,,,,,0,5,4,00-0029607,00-0039372,,,Closed,
7028,1154899,"(5:08) 6-J.Slye 42 yard field goal is GOOD, Center-46-M.Cox, Holder-3-T.Townsend.",FALSE,TEN,NYJ,FGXP,,,,1,NYJ 24,4,4,76,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154900,"6-J.Slye kicks 65 yards from TEN 35 to landing zone to end zone, Touchback to the NYJ 20.",FALSE,NYJ,TEN,KOFF,,,,1,TEN 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154901,"(5:03) 7-G.Smith pass incomplete short middle to 85-M.Taylor (53-A.Hill). Tennessee challenged the incomplete pass ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)",FALSE,NYJ,TEN,PASS,00-0030565,00-0040736,,1,NYJ 20,1,10,20,2,0,0,0,0,0,0,0,1,L,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,1,0,0,0,0,3.1,0,NA,3,NA,NA,OPN,U,DP,3 - Hitch/Curl,2,,,,,,,,,,,,,,,,,,,,,00-0041479,,2,0,2,,,,,,,0,4,4,,,,,Closed,
7028,1154902,(4:57) (Shotgun) 7-G.Smith pass short right to 5-G.Wilson to NYJ 24 for 4 yards (26-M.Harris).,FALSE,NYJ,TEN,PASS,00-0030565,00-0037740,,1,NYJ 20,2,10,20,2,4,0,0,1,0,1,0,1,L,1,6,0,0,0,0,0,0,0,0,0,5,1,0,,,1,1,0,0,0,0,0,0,0,0,0,1.9,0,NA,5,-1,0,STP,S,,2 - Quick Out,2,,,,,,,,,,,,,,,,,,,,,00-0040201,,1,0,1,,,,,,,0,5,4,00-0040141,,,,Closed,
7028,1154903,"(4:11) (Shotgun) 7-G.Smith FUMBLES (Aborted) at NYJ 19, and recovers at NYJ 18.",FALSE,NYJ,TEN,RUSH,,,00-0030565,1,NYJ 24,3,6,24,2,0,0,0,1,0,0,0,1,R,1,6,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,6,,S,,,,No Design,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Broken Play
7028,1154904,"(3:29) 14-A.McNamara punts 45 yards to TEN 37, Center-42-T.Hennessy, downed by NYJ-51-F.Mauigoa. TEN-17-C.Dike was injured during the play.",FALSE,NYJ,TEN,PUNT,,,,1,NYJ 18,4,12,18,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154905,(3:18) 2-T.Spears right end to TEN 38 for 1 yard (55-B.McGregor; 99-T.Sweat).,FALSE,TEN,NYJ,RUSH,,,00-0039032,1,TEN 37,1,10,37,2,1,0,0,0,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154906,(2:46) (Shotgun) 1-C.Ward pass incomplete deep right.,FALSE,TEN,NYJ,PASS,00-0040676,,,1,TEN 38,2,9,38,2,0,0,0,1,0,0,0,2,R,1,6,1,0,0,0,0,0,0,0,0,4,0,1,BL,,0,0,1,0,0,0,0,0,0,0,0,5,0,NA,17,NA,NA,,S,TA,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,5,4,,,,,Open,
7028,1154907,(2:38) (Shotgun) 1-C.Ward pass short left to 84-G.Helm to TEN 39 for 1 yard (2-J.Brownlee).,FALSE,TEN,NYJ,PASS,00-0040676,00-0040584,,1,TEN 38,3,9,38,2,1,0,0,1,0,1,0,1,R,1,6,0,0,0,0,0,0,0,0,0,5,1,0,,,1,1,0,0,0,0,0,0,0,0,0,2.8,0,NA,0,1,0,CLS,S,,8 - Shallow Cross/Drag,SD,,,,,,,,,,,,,,,,,,,,,00-0039372,,3,0,2,,,,,,,0,5,4,00-0036500,00-0040133,,,Closed,
7028,1154908,"(1:58) 3-T.Townsend punts 49 yards to NYJ 12, Center-46-M.Cox, fair catch by 18-I.Williams.",FALSE,TEN,NYJ,PUNT,,,,1,TEN 39,4,8,39,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7028,1154909,(1:51) 20-B.Hall right guard to NYJ 17 for 5 yards (53-A.Hill; 37-A.Hooker).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,NYJ 12,1,10,12,1,5,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Counter,Pull Lead,,,,,,,,,,00-0040201,2ND,GB,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7028,1154910,(1:08) 20-B.Hall left tackle to NYJ 21 for 4 yards (11-J.Johnson).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,NYJ 17,2,5,17,1,4,1,0,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7028,1154911,(:26) (Shotgun) 20-B.Hall up the middle to NYJ 24 for 3 yards (52-J.Williams; 53-A.Hill).,FALSE,NYJ,TEN,RUSH,,,00-0038120,1,NYJ 21,3,1,21,2,3,1,1,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,00-0036622,00-0035643,,,,,0,4,0,,,,,,Tar Ang/Gap
7028,1154912,(15:00) 0-B.Allen right tackle to NYJ 31 for 7 yards (53-A.Hill; 23-K.Winston).,FALSE,NYJ,TEN,RUSH,,,00-0039794,2,NYJ 24,1,10,24,2,7,1,0,0,0,0,0,1,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,6,,U,,,,Outside Zone,,,,,,,,,,,00-0034805,LOS,DC,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
