"","season","posteam","week","penalty_type","plays"
"1192",2024,"SEA",4,"Defensive Holding",3
"1193",2024,"SEA",4,"Defensive Offside",1
"1194",2024,"SEA",4,"Defensive Pass Interference",3
"1195",2024,"SEA",4,"Defensive Too Many Men on Field",1
"1196",2024,"SEA",4,"Face Mask",1
"1197",2024,"SEA",4,"False Start",1
"1198",2024,"SEA",4,"Offensive Holding",3
"1199",2024,"SEA",4,"Offensive Pass Interference",1
"1200",2024,"SEA",4,"Roughing the Passer",1
"1201",2024,"SEA",4,NA,92
"1202",2024,"SEA",5,"Delay of Game",1
"1203",2024,"SEA",5,"False Start",3
"1204",2024,"SEA",5,"Illegal Use of Hands",1
"1205",2024,"SEA",5,NA,75
"1206",2024,"SEA",6,"Defensive Offside",1
"1207",2024,"SEA",6,"Defensive Pass Interference",1
"1208",2024,"SEA",6,"False Start",2
"1209",2024,"SEA",6,"Illegal Shift",1
"1210",2024,"SEA",6,"Offensive Holding",2
"1211",2024,"SEA",6,NA,90
"1212",2024,"SEA",7,"Defensive Pass Interference",1
"1213",2024,"SEA",7,"False Start",2
"1214",2024,"SEA",7,"Illegal Use of Hands",1
"1215",2024,"SEA",7,"Intentional Grounding",1
"1216",2024,"SEA",7,"Neutral Zone Infraction",1
"1217",2024,"SEA",7,"Offensive Holding",1
"1218",2024,"SEA",7,"Roughing the Passer",1
"1219",2024,"SEA",7,NA,69
"1220",2024,"SEA",8,"Defensive Pass Interference",1
"1221",2024,"SEA",8,"Delay of Game",2
"1222",2024,"SEA",8,"False Start",1
"1223",2024,"SEA",8,"Illegal Blindside Block",1
"1224",2024,"SEA",8,"Illegal Contact",1
"1225",2024,"SEA",8,"Ineligible Downfield Pass",1
"1226",2024,"SEA",8,"Neutral Zone Infraction",1
"1227",2024,"SEA",8,"Offensive Holding",1
"1228",2024,"SEA",8,"Taunting",1
"1229",2024,"SEA",8,NA,58
"1230",2024,"SF",1,"Defensive Holding",1
"1231",2024,"SF",1,"False Start",1
"1232",2024,"SF",1,"Illegal Use of Hands",1
"1233",2024,"SF",1,"Offensive Holding",2
"1234",2024,"SF",1,NA,84
"1235",2024,"SF",2,"Defensive Offside",2
"1236",2024,"SF",2,"False Start",2
"1237",2024,"SF",2,"Illegal Block Above the Waist",1
"1238",2024,"SF",2,"Illegal Formation",1
"1239",2024,"SF",2,"Offensive Holding",1
"1240",2024,"SF",2,"Roughing the Passer",1
"1241",2024,"SF",2,NA,77
"1242",2024,"SF",3,"Defensive Holding",1
"1243",2024,"SF",3,"Defensive Pass Interference",1
"1244",2024,"SF",3,"Face Mask",1
"1245",2024,"SF",3,"Illegal Block Above the Waist",1
"1246",2024,"SF",3,"Illegal Contact",1
"1247",2024,"SF",3,"Ineligible Downfield Pass",1
"1248",2024,"SF",3,"Offensive Holding",2
"1249",2024,"SF",3,NA,78
"1250",2024,"SF",4,"Defensive Too Many Men on Field",1
"1251",2024,"SF",4,"False Start",1
"1252",2024,"SF",4,"Illegal Shift",2
"1253",2024,"SF",4,"Offensive Holding",1
"1254",2024,"SF",4,NA,72
"1255",2024,"SF",5,"False Start",1
"1256",2024,"SF",5,"Offensive Holding",1
"1257",2024,"SF",5,NA,75
"1258",2024,"SF",6,"Defensive Offside",1
"1259",2024,"SF",6,"Face Mask",2
"1260",2024,"SF",6,"False Start",1
"1261",2024,"SF",6,"Illegal Formation",1
"1262",2024,"SF",6,"Illegal Shift",1
"1263",2024,"SF",6,"Offensive Holding",1
"1264",2024,"SF",6,NA,76
"1265",2024,"SF",7,"Defensive Holding",1
"1266",2024,"SF",7,"Defensive Pass Interference",2
"1267",2024,"SF",7,"Face Mask",1
"1268",2024,"SF",7,"Offensive Holding",2
"1269",2024,"SF",7,NA,69
"1270",2024,"SF",8,"False Start",1
"1271",2024,"SF",8,"Illegal Formation",2
"1272",2024,"SF",8,"Kickoff Short of Landing Zone",1
"1273",2024,"SF",8,"Offensive Holding",3
"1274",2024,"SF",8,NA,78
"1275",2024,"TB",1,"Defensive Pass Interference",1
"1276",2024,"TB",1,"Defensive Too Many Men on Field",1
"1277",2024,"TB",1,"False Start",3
"1278",2024,"TB",1,"Illegal Use of Hands",1
"1279",2024,"TB",1,"Offensive Holding",1
"1280",2024,"TB",1,NA,75
"1281",2024,"TB",2,"Defensive Pass Interference",1
"1282",2024,"TB",2,"Face Mask",1
"1283",2024,"TB",2,"False Start",1
"1284",2024,"TB",2,NA,61
"1285",2024,"TB",3,"Defensive Pass Interference",1
"1286",2024,"TB",3,"False Start",1
"1287",2024,"TB",3,"Illegal Block Above the Waist",1
"1288",2024,"TB",3,NA,68
"1289",2024,"TB",4,"Defensive Holding",1
"1290",2024,"TB",4,"Defensive Pass Interference",1
"1291",2024,"TB",4,"Encroachment",1
"1292",2024,"TB",4,"False Start",1
"1293",2024,"TB",4,"Offensive Holding",1
"1294",2024,"TB",4,NA,90
"1295",2024,"TB",5,"Offensive Holding",2
"1296",2024,"TB",5,"Unnecessary Roughness",1
"1297",2024,"TB",5,NA,64
"1298",2024,"TB",6,"Defensive Offside",1
"1299",2024,"TB",6,"Defensive Pass Interference",1
"1300",2024,"TB",6,"Delay of Game",1
"1301",2024,"TB",6,"False Start",2
"1302",2024,"TB",6,"Illegal Formation",1
"1303",2024,"TB",6,"Offensive Holding",1
"1304",2024,"TB",6,"Offensive Pass Interference",1
"1305",2024,"TB",6,"Offensive Too Many Men on Field",1
"1306",2024,"TB",6,"Taunting",1
"1307",2024,"TB",6,"Unnecessary Roughness",3
"1308",2024,"TB",6,"Unsportsmanlike Conduct",1
"1309",2024,"TB",6,NA,83
"1310",2024,"TB",7,"Defensive Holding",1
"1311",2024,"TB",7,"Face Mask",1
"1312",2024,"TB",7,"False Start",3
"1313",2024,"TB",7,"Offensive Holding",1
"1314",2024,"TB",7,"Roughing the Passer",1
"1315",2024,"TB",7,NA,93
"1316",2024,"TB",8,"False Start",3
"1317",2024,"TB",8,"Offensive Holding",1
"1318",2024,"TB",8,"Taunting",1
"1319",2024,"TB",8,"Unnecessary Roughness",1
"1320",2024,"TB",8,NA,86
"1321",2024,"TEN",1,"Defensive Offside",1
"1322",2024,"TEN",1,"False Start",3
"1323",2024,"TEN",1,"Illegal Block Above the Waist",1
"1324",2024,"TEN",1,"Illegal Formation",1
"1325",2024,"TEN",1,"Offensive Holding",1
"1326",2024,"TEN",1,NA,76
"1327",2024,"TEN",2,"Defensive Holding",1
"1328",2024,"TEN",2,"Defensive Offside",1
"1329",2024,"TEN",2,"False Start",1
"1330",2024,"TEN",2,"Horse Collar Tackle",1
"1331",2024,"TEN",2,"Offensive Holding",2
"1332",2024,"TEN",2,"Roughing the Passer",1
"1333",2024,"TEN",2,"Unnecessary Roughness",1
"1334",2024,"TEN",2,NA,72
"1335",2024,"TEN",3,"Defensive Offside",1
"1336",2024,"TEN",3,"Neutral Zone Infraction",1
"1337",2024,"TEN",3,"Offensive Holding",2
"1338",2024,"TEN",3,NA,65
"1339",2024,"TEN",4,"Defensive Pass Interference",1
"1340",2024,"TEN",4,"Face Mask",1
"1341",2024,"TEN",4,"False Start",3
"1342",2024,"TEN",4,"Offensive Holding",1
"1343",2024,"TEN",4,"Roughing the Passer",1
"1344",2024,"TEN",4,"Unsportsmanlike Conduct",1
"1345",2024,"TEN",4,NA,78
"1346",2024,"TEN",6,"Defensive Holding",1
"1347",2024,"TEN",6,"Delay of Game",1
"1348",2024,"TEN",6,"False Start",2
"1349",2024,"TEN",6,"Illegal Contact",1
"1350",2024,"TEN",6,"Illegal Formation",1
"1351",2024,"TEN",6,"Neutral Zone Infraction",1
"1352",2024,"TEN",6,"Offensive Holding",2
"1353",2024,"TEN",6,NA,68
"1354",2024,"TEN",7,"Defensive Offside",1
"1355",2024,"TEN",7,"Defensive Pass Interference",1
"1356",2024,"TEN",7,"False Start",3
"1357",2024,"TEN",7,"Illegal Contact",1
"1358",2024,"TEN",7,"Illegal Shift",1
"1359",2024,"TEN",7,"Offensive Holding",1
"1360",2024,"TEN",7,"Unnecessary Roughness",1
"1361",2024,"TEN",7,NA,83
"1362",2024,"TEN",8,"Defensive Pass Interference",2
"1363",2024,"TEN",8,"False Start",1
"1364",2024,"TEN",8,"Illegal Formation",1
"1365",2024,"TEN",8,"Offensive Holding",3
"1366",2024,"TEN",8,"Offensive Pass Interference",1
"1367",2024,"TEN",8,NA,89
"1368",2024,"WAS",1,"Defensive Holding",1
"1369",2024,"WAS",1,"Defensive Pass Interference",1
"1370",2024,"WAS",1,"Illegal Block Above the Waist",1
"1371",2024,"WAS",1,"Illegal Formation",1
"1372",2024,"WAS",1,"Unnecessary Roughness",1
"1373",2024,"WAS",1,NA,69
"1374",2024,"WAS",2,"Defensive Holding",2
"1375",2024,"WAS",2,"False Start",5
"1376",2024,"WAS",2,"Ineligible Downfield Pass",1
"1377",2024,"WAS",2,"Kickoff Short of Landing Zone",1
"1378",2024,"WAS",2,"Offensive Holding",1
"1379",2024,"WAS",2,NA,80
"1380",2024,"WAS",3,"Defensive Offside",1
"1381",2024,"WAS",3,"Defensive Too Many Men on Field",1
"1382",2024,"WAS",3,"False Start",2
"1383",2024,"WAS",3,"Illegal Formation",1
"1384",2024,"WAS",3,"Illegal Use of Hands",1
"1385",2024,"WAS",3,NA,70
"1386",2024,"WAS",4,"Defensive Pass Interference",1
"1387",2024,"WAS",4,"Illegal Formation",1
"1388",2024,"WAS",4,"Offensive Holding",1
"1389",2024,"WAS",4,"Offensive Too Many Men on Field",1
"1390",2024,"WAS",4,"Taunting",2
"1391",2024,"WAS",4,"Unnecessary Roughness",1
"1392",2024,"WAS",4,NA,77
"1393",2024,"WAS",5,"Defensive Holding",1
"1394",2024,"WAS",5,"Defensive Too Many Men on Field",1
"1395",2024,"WAS",5,"Delay of Game",1
"1396",2024,"WAS",5,"Illegal Shift",1
"1397",2024,"WAS",5,"Offensive Holding",1
"1398",2024,"WAS",5,NA,77
"1399",2024,"WAS",6,"Defensive Pass Interference",1
"1400",2024,"WAS",6,"False Start",1
"1401",2024,"WAS",6,"Illegal Formation",1
"1402",2024,"WAS",6,"Offensive Holding",1
"1403",2024,"WAS",6,NA,74
"1404",2024,"WAS",7,"Defensive Holding",2
"1405",2024,"WAS",7,"Defensive Pass Interference",1
"1406",2024,"WAS",7,"False Start",3
"1407",2024,"WAS",7,"Ineligible Downfield Pass",1
"1408",2024,"WAS",7,"Neutral Zone Infraction",1
"1409",2024,"WAS",7,"Offensive Holding",2
"1410",2024,"WAS",7,NA,75
"1411",2024,"WAS",8,"Defensive Holding",1
"1412",2024,"WAS",8,"False Start",2
"1413",2024,"WAS",8,"Ineligible Downfield Pass",2
"1414",2024,"WAS",8,"Unnecessary Roughness",1
"1415",2024,"WAS",8,NA,86
"1416",2024,NA,1,NA,154
"1417",2024,NA,2,NA,177
"1418",2024,NA,3,NA,155
"1419",2024,NA,4,NA,142
"1420",2024,NA,5,NA,135
"1421",2024,NA,6,NA,114
"1422",2024,NA,7,NA,138
"1423",2024,NA,8,NA,160
