gid,pid,detail,no_play,off,def,type,psr,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,back,hash,mot,box,pap,trick,qbp,qbhi,qbhu,qbru,sneak,scrm,htm,pru,blz,oop,oopd,cov_type,cnb,cball,qbta,high,crr,intw,drp,avsk,fread,scre,mbt,ttp,qbsk,ttpr,dot,yac,yaco,sep,qb_pos,inc_type,rte,read,concept,rmod,pres1_type,pres1_def,pres1_off,pres2_type,pres2_def,pres2_off,pres3_type,pres3_def,pres3_off,mt1_def,mt1_type,mt1_cause,mt2_def,mt2_type,mt2_cause,mt3_def,mt3_type,mt3_cause,pri_def,sec_def,shell,rpo,trg_sep,bb_off1,bb_def1,bb_off2,bb_def2,bb_off3,bb_def3
6455,1059102,"(13:41) (Shotgun) 5-A.Richardson pass incomplete deep left to 10-A.Mitchell.PENALTY on HST-4-K.Lassiter, Illegal Contact, 5 yards, enforced at IND 30 - No Play.",TRUE,IND,HST,NOPL,00-0039164,,,4,IND 30,1,10,30,2,0,1,1,1,0,0,0,2,L,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,M-SNH,0,0,0,0,0,0,0,0,1,0,0,3.3,0,NA,0,NA,NA,STP,S,PEN,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0039343,00-0033038,6,0,1,,,,,,
6455,1059103,(13:35) (Shotgun) 5-A.Richardson pass incomplete short middle to 11-M.Pittman (20-J.Ward).,FALSE,IND,HST,PASS,00-0039164,00-0036252,,4,IND 35,1,10,35,2,0,0,0,1,0,0,0,1,L,1,6,1,0,0,0,0,0,0,0,0,4,0,0,,Z-TOP,1,0,0,0,0,0,0,0,1,0,0,3.1,0,NA,15,NA,NA,TCV,S,FI,5 - In/Dig,1,,,,,,,,,,,,,,,,,,,,,00-0031298,,3,0,0,,,,,,
6455,1059104,(13:30) (Shotgun) 5-A.Richardson pass short left to 11-M.Pittman to IND 43 for 8 yards (4-K.Lassiter; 39-H.To'oTo'o).,FALSE,IND,HST,PASS,00-0039164,00-0036252,,4,IND 35,2,10,35,2,8,1,0,1,0,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,1,0,0,1.8,0,NA,8,0,0,CLS,S,,3 - Hitch/Curl,1,,,,,,,,,,,,,,,,,,,,,00-0039343,00-0038599,3,0,2,,,,,,
6455,1059105,"(13:05) (No Huddle, Shotgun) 28-J.Taylor up the middle to IND 46 for 3 yards (0-A.Al-Shaair, 39-H.To'oTo'o).",FALSE,IND,HST,RUSH,,,00-0036223,4,IND 43,3,2,43,3,3,1,1,1,1,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,P,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059106,"(12:22) (Shotgun) 5-A.Richardson pass deep right to 16-A.Dulin for 54 yards, TOUCHDOWN.",FALSE,IND,HST,PASS,00-0039164,00-0035021,,4,IND 46,1,10,46,3,54,1,1,1,0,1,0,1,L,1,4,1,0,0,0,0,0,0,0,0,4,0,0,,Z-TOP,0,1,0,1,0,0,0,0,0,0,0,3.3,0,NA,19,35,8,TCV,S,,5 - In/Dig,2,,,,,,,,,,,,00-0033038,DFD,SA,,,,,,,00-0035166,,2,0,1,,,,,,
6455,1059107,"3-S.Shrader extra point is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",FALSE,IND,HST,FGXP,,,,4,HOU 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059108,"3-S.Shrader kicks 65 yards from IND 35 to end zone, Touchback to the HST 30.",FALSE,HST,IND,KOFF,,,,4,IND 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059109,(12:12) 7-C.Stroud pass short right to 28-J.Mixon to HST 41 for 11 yards (44-Z.Franklin).,FALSE,HST,IND,PASS,00-0039163,00-0033897,,4,HOU 30,1,10,30,2,11,1,1,0,0,1,0,1,R,1,4,0,0,1,0,1,0,0,0,0,5,1,0,,,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.4,-2,13,NA,,U,,,,,,P,00-0032378,00-0031580,P,00-0036479,00-0035234,,,,,,,,,,,,,,,1,0,,,,,,,
6455,1059110,(11:28) (Shotgun) 28-J.Mixon left end to HST 49 for 8 yards (32-J.Blackmon).,FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 41,1,10,41,3,8,1,0,1,0,0,0,2,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,6,,P,,,,Outside Zone,Lead,,,,,,,,,,00-0033952,BCK,GB,00-0034359,LOS,GB,,,,,,,1,,00-0037613,00-0034359,00-0031580,00-0033952,,
6455,1059111,(10:42) 3-T.Dell left end pushed ob at IND 34 for 17 yards (40-J.Jones).,FALSE,HST,IND,RUSH,,,00-0038977,4,HOU 49,2,2,49,3,17,1,1,0,0,0,0,2,L,1,7,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Trick/WR Run,Misdirection,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059112,(9:58) 31-D.Pierce up the middle to IND 25 for 9 yards (20-N.Cross).,FALSE,HST,IND,RUSH,,,00-0037258,4,IND 34,1,10,66,4,9,1,0,0,0,0,0,2,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,10,,U,,,,Power,,,,,,,,,,,00-0034987,BCK,JK,,,,,,,,,,0,,00-0039359,00-0034987,,,,
6455,1059113,(9:15) 31-D.Pierce right end to IND 22 for 3 yards (44-Z.Franklin).,FALSE,HST,IND,RUSH,,,00-0037258,4,IND 25,2,1,75,4,3,1,1,0,0,0,0,2,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059114,(8:31) (Shotgun) 7-C.Stroud pass short left to 3-T.Dell to IND 16 for 6 yards (29-J.Brents).,FALSE,HST,IND,PASS,00-0039163,00-0038977,,4,IND 22,1,10,78,4,6,1,0,1,0,1,0,1,R,0,4,1,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,0,1,0,0,0,0,0,0,0,0,0,3.1,0,NA,6,0,0,TCV,S,,3 - Hitch/Curl,2,,,,,,,,,,,,,,,,,,,,,00-0039156,,2,0,1,,,,,,
6455,1059115,(7:48) 28-J.Mixon left end to IND 9 for 7 yards (40-J.Jones).,FALSE,HST,IND,RUSH,,,00-0033897,4,IND 16,2,4,84,5,7,1,1,0,0,0,0,1,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059116,"(7:04) 28-J.Mixon left tackle to IND 2 for 7 yards (20-N.Cross, 32-J.Blackmon).",FALSE,HST,IND,RUSH,,,00-0033897,4,IND 9,1,9,91,5,7,1,0,0,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,8,,U,,,,Outside Zone,,,,,,,,,,,00-0034359,LOS,GB,00-0033952,BCK,GB,,,,,,,0,,00-0037613,00-0034359,,,,
6455,1059117,Timeout #1 by HST at 06:22.,TRUE,NA,NA,NOPL,,,,4,IND 2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059118,(6:22) (Shotgun) 28-J.Mixon up the middle to IND 4 for -2 yards (40-J.Jones).,FALSE,HST,IND,RUSH,,,00-0033897,4,IND 2,2,2,98,5,-2,0,0,1,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,P,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059119,(5:38) (Shotgun) 7-C.Stroud scrambles up the middle to IND 2 for 2 yards (44-Z.Franklin).,FALSE,HST,IND,RUSH,,,00-0039163,4,IND 4,3,4,96,5,2,0,0,1,0,0,0,1,L,0,6,0,0,0,0,0,0,0,1,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,S,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,
6455,1059120,"(4:45) (Shotgun) 7-C.Stroud pass short left to 1-S.Diggs for 2 yards, TOUCHDOWN.",FALSE,HST,IND,PASS,00-0039163,00-0031588,,4,IND 2,4,2,98,5,2,1,1,1,0,1,0,1,M,0,7,0,0,0,0,0,0,0,0,0,5,1,1,DR,M-SNG,0,1,0,0,0,0,0,0,1,0,0,1.9,0,NA,2,0,NA,OPN,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0037616,,0,0,3,,,,,,
6455,1059121,"15-K.Fairbairn extra point is GOOD, Center-46-J.Weeks, Holder-6-T.Townsend.",FALSE,HST,IND,FGXP,,,,4,IND 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059122,15-K.Fairbairn kicks 59 yards from HST 35 to IND 6. 6-A.Gould pushed ob at IND 32 for 26 yards (27-M.Bryant).,FALSE,IND,HST,KOFF,,,,4,HOU 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059123,(4:36) (Shotgun) 5-A.Richardson pass incomplete deep right to 10-A.Mitchell.,FALSE,IND,HST,PASS,00-0039164,00-0039890,,4,IND 32,1,10,32,2,0,0,0,1,0,0,0,2,R,1,5,1,0,1,0,1,0,0,0,0,4,0,0,,M-SNH,0,0,0,0,0,0,0,0,0,0,0,3.1,0,2.7,33,NA,NA,TCV,P,CC,9 - Go,2,,,P,00-0031565,00-0034836,,,,,,,,,,,,,,,,00-0037237,00-0039838,4,0,1,,,,,,
6455,1059124,(4:31) (Shotgun) 5-A.Richardson pass incomplete short right to 11-M.Pittman (55-D.Hunter).,FALSE,IND,HST,PASS,00-0039164,00-0036252,,4,IND 32,2,10,32,2,0,0,0,1,0,0,0,1,R,0,5,0,0,1,0,1,0,0,0,1,4,0,0,,M-SNG,0,0,0,0,0,0,0,0,1,0,0,2.4,0,2,8,NA,NA,CLS,S,HAT,3 - Hitch/Curl,1,,,P,00-0031565,00-0034836,,,,,,,,,,,,,,,,00-0037237,,4,0,2,,,,,,
6455,1059125,"(4:26) (Shotgun) PENALTY on IND-5-A.Richardson, False Start, 5 yards, enforced at IND 32 - No Play.",TRUE,IND,HST,NOPL,,,,4,IND 32,3,10,32,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059126,(4:26) (Shotgun) 5-A.Richardson pass deep middle to 14-A.Pierce to HST 16 for 57 yards (20-J.Ward).,FALSE,IND,HST,PASS,00-0039164,00-0037664,,4,IND 27,3,15,27,2,57,1,1,1,0,1,0,0,R,0,4,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,1,1,0,1,1,0,0,0,1,0,0,3.8,0,NA,57,0,0,TCV,S,,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0031298,,2,0,0,,,,,,
6455,1059127,"(3:54) (No Huddle, Shotgun) 5-A.Richardson scrambles left end to HST 6 for 10 yards (97-M.Edwards).",FALSE,IND,HST,RUSH,,,00-0039164,4,HOU 16,1,10,84,5,10,1,1,1,1,0,0,1,R,0,5,0,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,,,,,,,,,,,,00-0037246,DFD,JK,,,,,,,,,0,0,,,,,,,
6455,1059128,(3:27) (Shotgun) 5-A.Richardson pass incomplete short middle to 81-M.Alie-Cox (39-H.To'oTo'o).,FALSE,IND,HST,PASS,00-0039164,00-0033217,,4,HOU 6,1,6,94,5,0,0,0,1,0,0,0,1,L,0,6,1,0,0,0,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,2.2,0,NA,6,NA,NA,,S,BPA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,
6455,1059129,(3:23) (Shotgun) 28-J.Taylor up the middle to HST 1 for 5 yards (0-A.Al-Shaair; 21-C.Bullock).,FALSE,IND,HST,RUSH,,,00-0036223,4,HOU 6,2,6,94,5,5,1,0,1,0,0,0,1,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,P,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059130,"(3:01) (No Huddle, Shotgun) 28-J.Taylor up the middle to HST 3 for -2 yards (24-D.Stingley).",FALSE,IND,HST,RUSH,,,00-0036223,4,HOU 1,3,1,99,5,-2,0,0,1,1,0,0,1,R,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,P,,,,Man/Duo,Read Option,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059131,"(2:20) (Shotgun) 5-A.Richardson scrambles right end for 3 yards, TOUCHDOWN.",FALSE,IND,HST,RUSH,,,00-0039164,4,HOU 3,4,3,97,5,3,1,1,1,0,0,0,1,M,1,6,0,0,0,0,0,0,0,1,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,5,,S,,,,,,,,,,,,,,,00-0035166,LOS,SA,,,,,,,,,1,0,,,,,,,
6455,1059132,"3-S.Shrader extra point is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",FALSE,IND,HST,FGXP,,,,4,HOU 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059133,"3-S.Shrader kicks 65 yards from IND 35 to end zone, Touchback to the HST 30.",FALSE,HST,IND,KOFF,,,,4,IND 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059134,(2:14) 28-J.Mixon left end to HST 30 for no gain (94-T.Lewis).,FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 30,1,10,30,2,0,0,0,0,0,0,0,2,L,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Inside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059135,Timeout #1 by IND at 02:09.,TRUE,NA,NA,NOPL,,,,4,HOU 30,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059136,"(2:09) (Shotgun) 28-J.Mixon right end to HST 34 for 4 yards (99-D.Buckner, 90-G.Stewart).",FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 30,2,10,30,2,4,0,0,1,0,0,0,2,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,P,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059137,"(2:00) (Shotgun) PENALTY on HST-76-Ky.Green, False Start, 5 yards, enforced at HST 34 - No Play.",TRUE,HST,IND,NOPL,,,,4,HOU 34,3,6,34,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059138,"(2:00) (Shotgun) 7-C.Stroud pass short right to 12-N.Collins ran ob at HST 41 for 12 yards.The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.",FALSE,HST,IND,PASS,00-0039163,00-0036554,,4,HOU 29,3,11,29,2,12,1,1,1,0,1,0,1,R,1,5,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,1,1,0,1,1,0,0,0,1,0,0,2.5,0,NA,12,0,0,TCV,S,,4 - Deep Out,1,,,,,,,,,,,,,,,,,,,,,00-0038407,,2M,0,0,,,,,,
6455,1059139,(1:56) 28-J.Mixon up the middle to HST 45 for 4 yards (94-T.Lewis).,FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 41,1,10,41,3,4,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,U,,,,Power,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059140,Timeout #2 by IND at 01:52.,TRUE,NA,NA,NOPL,,,,4,HOU 45,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059141,(1:52) 28-J.Mixon left end to HST 48 for 3 yards (44-Z.Franklin).,FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 45,2,6,45,3,3,0,0,0,0,0,0,2,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Outside Zone,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059142,Timeout #3 by IND at 01:48.,TRUE,NA,NA,NOPL,,,,4,HOU 48,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059143,(1:48) 28-J.Mixon right tackle to IND 43 for 9 yards (20-N.Cross).,FALSE,HST,IND,RUSH,,,00-0033897,4,HOU 48,3,3,48,3,9,1,1,0,0,0,0,2,L,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,11,,U,,,,Inside Zone,Lead,,,,,,,,,,00-0034987,LOS,DC,,,,,,,,,,0,,,,,,,
6455,1059144,Timeout #2 by HST at 01:01.,TRUE,NA,NA,NOPL,,,,4,IND 43,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059145,(1:01) 7-C.Stroud kneels to IND 44 for -1 yards.,FALSE,HST,IND,RUSH,,,00-0039163,4,IND 43,1,10,57,3,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6455,1059146,(:31) 7-C.Stroud kneels to IND 45 for -1 yards.,FALSE,HST,IND,RUSH,,,00-0039163,4,IND 44,2,11,56,3,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6456,1059147,"39-C.Little kicks 65 yards from JAX 35 to landing zone to end zone, Touchback to the MIA 20.",FALSE,MIA,JAX,KOFF,,,,1,JAX 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6456,1059148,"(15:00) (Shotgun) 31-R.Mostert right end to MIA 20 for no gain (23-F.Oluokun, 26-A.Johnson).",FALSE,MIA,JAX,RUSH,,,00-0031687,1,MIA 20,1,10,20,2,0,0,0,1,0,0,0,2,M,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,P,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0038720,00-0037235,,,,
6456,1059149,(14:19) (Shotgun) 28-D.Achane left end to MIA 17 for -3 yards (33-D.Lloyd).,FALSE,MIA,JAX,RUSH,,,00-0039040,1,MIA 20,2,10,20,2,-3,0,0,1,0,0,0,1,R,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,P,,,,No Design,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6456,1059150,(13:40) (Shotgun) 1-T.Tagovailoa pass short right to 28-D.Achane pushed ob at JAX 44 for 39 yards (25-R.Darby).,FALSE,MIA,JAX,PASS,00-0036212,00-0039040,,1,MIA 17,3,13,17,1,39,1,1,1,0,1,0,0,L,1,4,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,0,1,0,0.8,0,NA,-5,44,3,WO,S,,0 - Screen,DES,,,,,,,,,,,,00-0034413,DFD,DC,00-0038596,DFD,DC,,,,00-0039353,,3,0,5+,,,,,,
6456,1059151,(13:04) (Shotgun) 1-T.Tagovailoa sacked at JAX 44 for 0 yards (44-T.Walker).,FALSE,MIA,JAX,PASS,00-0036212,,,1,JAX 44,1,10,56,3,0,0,0,1,0,0,0,2,R,1,6,1,0,1,1,0,0,0,0,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,,,,,,,,,,,,,,,,,,,,,,,,2M,0,,,,,,,
6456,1059152,(12:29) 1-T.Tagovailoa pass short left to 10-T.Hill to JAX 42 for 2 yards (25-R.Darby).,FALSE,MIA,JAX,PASS,00-0036212,00-0033040,,1,JAX 44,2,10,56,3,2,0,0,0,0,1,0,2,M,1,6,1,0,1,0,1,0,0,0,0,5,1,1,DR,M-SNG,1,1,0,0,0,0,0,0,1,0,0,3.2,0,2,1,1,0,TCV,U,,8 - Shallow Cross/Drag,1,,,U,00-0034413,,,,,,,,,,,,,,,,,00-0032195,,1,0,0,,,,,,
6456,1059153,(11:47) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill.,FALSE,MIA,JAX,PASS,00-0036212,00-0033040,,1,JAX 42,3,8,58,3,0,0,0,1,0,0,0,1,L,0,5,0,0,0,0,0,0,0,0,0,5,1,0,,M-SNH,0,0,0,0,0,0,0,0,1,0,0,2.6,0,NA,29,NA,NA,TCV,S,IAT,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0039353,00-0036941,1,0,1,,,,,,
6456,1059154,(11:41) (Shotgun) 1-T.Tagovailoa pass incomplete short middle to 0-B.Berrios (6-D.Savage).,FALSE,MIA,JAX,PASS,00-0036212,00-0034419,,1,JAX 42,4,8,58,3,0,0,0,1,0,0,0,0,L,1,5,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,1,1,0,0,0,0,0,0,1,0,0,2.7,0,NA,8,NA,NA,TCV,S,FI,5 - In/Dig,1,,,,,,,,,,,,,,,,,,,,,00-0038596,,1,0,0,,,,,,
6456,1059155,(11:37) 16-T.Lawrence sacked at JAX 29 for -13 yards (93-C.Campbell).,FALSE,JAX,MIA,PASS,00-0036971,,,1,JAX 42,1,10,42,3,-13,0,0,0,0,0,0,1,R,1,6,1,0,1,1,0,0,0,0,0,4,0,1,BT,,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.2,NA,NA,NA,,U,,,,,,U,00-0026190,,,,,,,,,,,,,,,,,,,6,0,,,,,,,
6456,1059156,(10:54) (Shotgun) 1-T.Etienne right guard to JAX 28 for -1 yards (93-C.Campbell).,FALSE,JAX,MIA,RUSH,,,00-0036973,1,JAX 29,2,23,29,2,-1,0,0,1,0,0,0,2,L,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Outside Zone,Pitch,,,,,,,,,,00-0036934,BCK,JK,,,,,,,,,,0,,,,,,,
6456,1059157,(10:17) (Shotgun) 16-T.Lawrence pass incomplete deep middle to 17-E.Engram.,FALSE,JAX,MIA,PASS,00-0036971,00-0033881,,1,JAX 28,3,24,28,2,0,0,0,1,0,0,0,0,R,0,4,0,0,0,0,0,0,0,0,0,4,0,0,,Z-HIZ,0,0,0,0,0,1,0,0,1,0,0,2.4,0,NA,19,NA,NA,CLS,S,IAT,7 - Post,1,,,,,,,,,,,,,,,,,,,,,00-0035292,,9,0,2,,,,,,
6456,1059158,"(10:13) 9-L.Cooke punts 48 yards to MIA 24, Center-46-R.Matiscik. 0-B.Berrios to MIA 31 for 7 yards (5-A.Cisco).",FALSE,JAX,MIA,PUNT,,,,1,JAX 28,4,24,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6456,1059159,(10:02) 31-R.Mostert left end to MIA 36 for 5 yards (41-J.Hines-Allen; 33-D.Lloyd).,FALSE,MIA,JAX,RUSH,,,00-0031687,1,MIA 31,1,10,31,2,5,1,0,0,0,0,0,2,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,P,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0036171,00-0036262,,,,
